timestamp,seat_id,fused_motion_confidence,intensity,is_invigilator_motion,is_seat_vacated
54.5,seat_61,0.146,0.312,0,1
54.5,seat_60,0.0,0.229,0,1
55.0,seat_66,0.176,0.277,0,1
55.0,seat_65,1.21,0.16,0,1
55.0,seat_64,0.718,0.277,0,1
55.0,seat_63,0.456,0.038,0,1
55.0,seat_61,0.258,0.321,0,1
55.0,seat_60,0.0,0.229,0,1
55.5,seat_66,0.0,0.266,0,1
55.5,seat_65,0.761,0.14,0,1
55.5,seat_64,0.28,0.247,0,1
55.5,seat_63,0.0,0.027,0,1
55.5,seat_61,0.001,0.301,0,1
55.5,seat_60,0.0,0.227,0,1
56.0,seat_66,0.0,0.268,0,1
56.0,seat_65,1.057,0.154,0,1
56.0,seat_64,0.377,0.256,0,1
56.0,seat_63,0.3,0.036,0,1
56.0,seat_61,0.0,0.3,0,1
56.0,seat_60,0.0,0.233,0,1
56.5,seat_66,0.0,0.247,0,1
56.5,seat_65,0.476,0.128,0,1
56.5,seat_64,0.13,0.242,0,1
56.5,seat_63,0.0,0.028,0,1
56.5,seat_61,0.0,0.258,0,1
56.5,seat_60,0.0,0.23,0,1
57.0,seat_66,0.0,0.253,0,1
57.0,seat_65,1.069,0.155,0,1
57.0,seat_64,0.245,0.254,0,1
57.0,seat_63,0.206,0.035,0,1
57.0,seat_61,0.0,0.248,0,1
57.0,seat_60,0.0,0.232,0,1
57.5,seat_66,0.0,0.248,0,1
57.5,seat_65,0.674,0.137,0,1
57.5,seat_64,0.469,0.273,0,1
57.5,seat_63,0.0,0.027,0,1
57.5,seat_61,0.0,0.239,0,1
57.5,seat_60,0.0,0.229,0,1
58.0,seat_66,0.0,0.261,0,1
58.0,seat_65,1.191,0.161,0,1
58.0,seat_64,1.042,0.315,0,1
58.0,seat_63,0.949,0.042,0,1
58.0,seat_61,0.0,0.278,0,1
58.0,seat_60,0.542,0.265,0,1
58.5,seat_66,0.0,0.254,0,1
58.5,seat_65,0.664,0.138,0,1
58.5,seat_64,0.85,0.303,0,1
58.5,seat_63,0.0,0.033,0,1
58.5,seat_61,0.135,0.31,0,1
58.5,seat_60,1.094,0.287,0,1
59.0,seat_66,0.0,0.256,0,1
59.0,seat_65,1.026,0.154,0,1
59.0,seat_64,0.625,0.288,0,1
59.0,seat_63,0.783,0.04,0,1
59.0,seat_61,0.015,0.301,0,1
59.0,seat_60,0.439,0.262,0,1
59.5,seat_66,0.0,0.238,0,1
59.5,seat_65,0.524,0.132,0,1
59.5,seat_64,0.415,0.275,0,1
59.5,seat_63,0.0,0.03,0,1
59.5,seat_61,0.0,0.274,0,1
59.5,seat_60,0.156,0.252,0,1
60.0,seat_66,0.0,0.248,0,1
60.0,seat_65,0.944,0.15,0,1
60.0,seat_64,0.462,0.281,0,1
60.0,seat_63,0.713,0.04,0,1
60.0,seat_61,0.0,0.281,0,1
60.0,seat_60,0.288,0.257,0,1
60.5,seat_66,0.0,0.237,0,1
60.5,seat_65,0.451,0.13,0,1
60.5,seat_64,0.182,0.261,0,1
60.5,seat_63,0.0,0.032,0,1
60.5,seat_61,0.0,0.268,0,1
60.5,seat_60,0.124,0.252,0,1
61.0,seat_66,0.0,0.246,0,1
61.0,seat_65,1.131,0.157,0,1
61.0,seat_64,0.502,0.286,0,1
61.0,seat_63,0.579,0.038,0,1
61.0,seat_61,0.0,0.273,0,1
61.0,seat_60,0.267,0.257,0,1
61.5,seat_66,0.0,0.238,0,1
61.5,seat_65,0.674,0.14,0,1
61.5,seat_64,0.278,0.269,0,1
61.5,seat_63,0.0,0.031,0,1
61.5,seat_61,0.0,0.267,0,1
61.5,seat_60,0.2,0.255,0,1
62.0,seat_66,0.0,0.246,0,1
62.0,seat_65,0.966,0.152,0,1
62.0,seat_64,0.464,0.284,0,1
62.0,seat_63,0.465,0.037,0,1
62.0,seat_61,0.0,0.274,0,1
62.0,seat_60,0.318,0.259,0,1
62.5,seat_66,0.0,0.241,0,1
62.5,seat_65,0.644,0.139,0,1
62.5,seat_64,0.589,0.294,0,1
62.5,seat_63,0.025,0.034,0,1
62.5,seat_61,0.0,0.275,0,1
62.5,seat_60,0.961,0.281,0,1
63.0,seat_66,0.0,0.251,0,1
63.0,seat_65,0.738,0.144,0,1
63.0,seat_64,0.924,0.319,0,1
63.0,seat_63,0.577,0.039,0,1
63.0,seat_61,0.0,0.283,0,1
63.0,seat_60,0.793,0.276,0,1
63.5,seat_66,0.0,0.249,0,1
63.5,seat_65,0.871,0.15,0,1
63.5,seat_64,0.856,0.315,0,1
63.5,seat_63,0.0,0.031,0,1
63.5,seat_61,0.0,0.28,0,1
63.5,seat_60,0.417,0.264,0,1
64.0,seat_66,0.046,0.268,0,1
64.0,seat_65,3.833,0.272,0,0
64.0,seat_64,0.565,0.293,0,1
64.0,seat_63,0.651,0.039,0,1
64.0,seat_61,0.211,0.312,0,1
64.0,seat_60,0.376,0.263,0,1
64.5,seat_66,0.0,0.259,0,1
64.5,seat_65,3.876,0.277,0,0
64.5,seat_64,0.0,0.246,0,1
64.5,seat_63,0.0,0.028,0,1
64.5,seat_61,0.477,0.33,0,1
64.5,seat_60,0.0,0.235,0,1
65.0,seat_66,0.029,0.268,0,1
65.0,seat_65,4.117,0.292,0,0
65.0,seat_64,0.204,0.267,0,1
65.0,seat_63,0.548,0.038,0,1
65.0,seat_61,0.553,0.335,0,1
65.0,seat_60,0.0,0.248,0,1
65.5,seat_66,0.0,0.251,0,1
65.5,seat_65,1.593,0.186,0,0
65.5,seat_64,0.0,0.251,0,1
65.5,seat_63,0.0,0.028,0,1
65.5,seat_61,0.127,0.308,0,1
65.5,seat_60,0.0,0.241,0,1
66.0,seat_66,0.0,0.26,0,1
66.0,seat_65,0.322,0.132,0,0
66.0,seat_64,0.071,0.258,0,1
66.0,seat_63,0.722,0.04,0,1
66.0,seat_61,0.099,0.306,0,1
66.0,seat_60,0.0,0.242,0,1
66.5,seat_66,0.0,0.25,0,1
66.5,seat_65,0.0,0.08,0,0
66.5,seat_64,0.0,0.24,0,1
66.5,seat_63,0.0,0.028,0,1
66.5,seat_61,0.0,0.292,0,1
66.5,seat_60,0.0,0.238,0,1
67.0,seat_66,0.0,0.255,0,1
67.0,seat_65,0.0,0.097,0,0
67.0,seat_64,0.0,0.249,0,1
67.0,seat_63,0.286,0.036,0,1
67.0,seat_61,0.0,0.294,0,1
67.0,seat_60,0.0,0.249,0,1
67.5,seat_66,0.0,0.249,0,1
67.5,seat_65,0.0,0.083,0,0
67.5,seat_64,0.0,0.243,0,1
67.5,seat_63,0.0,0.03,0,1
67.5,seat_61,0.0,0.289,0,1
67.5,seat_60,0.0,0.244,0,1
68.0,seat_66,0.0,0.256,0,1
68.0,seat_65,0.0,0.091,0,0
68.0,seat_64,0.105,0.26,0,1
68.0,seat_63,0.367,0.037,0,1
68.0,seat_61,0.0,0.294,0,1
68.0,seat_60,0.067,0.253,0,1
68.5,seat_66,0.0,0.249,0,1
68.5,seat_65,0.0,0.068,0,0
68.5,seat_64,0.0,0.252,0,1
68.5,seat_63,0.0,0.027,0,1
68.5,seat_61,0.0,0.289,0,1
68.5,seat_60,0.0,0.248,0,1
69.0,seat_66,0.0,0.264,0,1
69.0,seat_65,0.0,0.085,0,0
69.0,seat_64,0.254,0.268,0,1
69.0,seat_63,0.0,0.031,0,1
69.0,seat_61,0.375,0.323,0,1
69.0,seat_60,0.0,0.25,0,1
69.5,seat_66,0.457,0.279,0,1
69.5,seat_65,0.0,0.069,0,0
69.5,seat_64,0.106,0.26,0,1
69.5,seat_63,0.0,0.026,0,1
69.5,seat_61,0.081,0.306,0,1
69.5,seat_60,0.0,0.244,0,1
70.0,seat_66,0.848,0.291,0,1
70.0,seat_65,0.0,0.1,0,0
70.0,seat_64,0.617,0.285,0,1
70.0,seat_63,0.076,0.035,0,1
70.0,seat_61,0.366,0.323,0,1
70.0,seat_60,0.004,0.251,0,1
70.5,seat_66,0.0,0.248,0,1
70.5,seat_65,0.655,0.144,0,1
70.5,seat_64,0.434,0.276,0,1
70.5,seat_63,0.0,0.027,0,1
70.5,seat_61,0.0,0.3,0,1
70.5,seat_60,0.0,0.244,0,1
71.0,seat_66,0.0,0.257,0,1
71.0,seat_65,1.142,0.164,0,1
71.0,seat_64,0.46,0.277,0,1
71.0,seat_63,0.291,0.037,0,1
71.0,seat_61,0.191,0.312,0,1
71.0,seat_60,0.053,0.253,0,1
71.5,seat_66,0.0,0.245,0,1
71.5,seat_65,0.0,0.102,0,1
71.5,seat_64,0.113,0.261,0,1
71.5,seat_63,0.0,0.03,0,1
71.5,seat_61,0.0,0.299,0,1
71.5,seat_60,0.0,0.242,0,1
72.0,seat_66,0.0,0.244,0,1
72.0,seat_65,0.376,0.133,0,1
72.0,seat_64,0.909,0.296,0,1
72.0,seat_63,1.565,0.047,0,1
72.0,seat_61,0.196,0.312,0,1
72.0,seat_60,1.379,0.291,0,1
72.5,seat_66,0.0,0.245,0,1
72.5,seat_65,0.0,0.102,0,1
72.5,seat_64,0.423,0.275,0,1
72.5,seat_63,0.21,0.036,0,1
72.5,seat_61,0.379,0.322,0,1
72.5,seat_60,1.675,0.3,0,1
73.0,seat_66,0.451,0.277,0,1
73.0,seat_65,0.313,0.13,0,1
73.0,seat_64,0.409,0.275,0,1
73.0,seat_63,1.391,0.045,0,1
73.0,seat_61,1.56,0.388,0,1
73.0,seat_60,0.995,0.281,0,1
73.5,seat_66,0.0,0.257,0,1
73.5,seat_65,0.0,0.104,0,1
73.5,seat_64,0.085,0.26,0,1
73.5,seat_63,0.0,0.029,0,1
73.5,seat_61,1.184,0.367,0,1
73.5,seat_60,0.654,0.271,0,1
74.0,seat_66,0.0,0.261,0,1
74.0,seat_65,0.251,0.129,0,1
74.0,seat_64,0.62,0.284,0,1
74.0,seat_63,1.171,0.044,0,1
74.0,seat_61,1.019,0.358,0,1
74.0,seat_60,1.48,0.295,0,1
74.5,seat_66,0.0,0.245,0,1
74.5,seat_65,0.0,0.099,0,1
74.5,seat_64,0.0,0.255,0,1
74.5,seat_63,0.0,0.032,0,1
74.5,seat_61,0.686,0.339,0,1
74.5,seat_60,0.291,0.261,0,1
75.0,seat_66,0.0,0.254,0,1
75.0,seat_65,0.195,0.127,0,1
75.0,seat_64,0.318,0.27,0,1
75.0,seat_63,0.968,0.042,0,1
75.0,seat_61,0.619,0.335,0,1
75.0,seat_60,1.521,0.297,0,1
75.5,seat_66,0.0,0.239,0,1
75.5,seat_65,0.0,0.101,0,1
75.5,seat_64,0.0,0.255,0,1
75.5,seat_63,0.0,0.029,0,1
75.5,seat_61,0.434,0.327,0,1
75.5,seat_60,1.214,0.288,0,1
76.0,seat_66,0.0,0.246,0,1
76.0,seat_65,0.049,0.122,0,1
76.0,seat_64,0.903,0.294,0,1
76.0,seat_63,0.238,0.037,0,1
76.0,seat_61,0.648,0.343,0,1
76.0,seat_60,1.782,0.306,0,1
76.5,seat_66,0.0,0.238,0,1
76.5,seat_65,0.0,0.088,0,1
76.5,seat_64,0.0,0.253,0,1
76.5,seat_63,0.0,0.025,0,1
76.5,seat_61,0.948,0.361,0,1
76.5,seat_60,0.632,0.271,0,1
77.0,seat_66,0.0,0.244,0,1
77.0,seat_65,0.0,0.106,0,1
77.0,seat_64,0.0,0.24,0,1
77.0,seat_63,0.0,0.034,0,1
77.0,seat_61,0.837,0.356,0,1
77.0,seat_60,0.38,0.264,0,1
77.5,seat_66,0.0,0.233,0,1
77.5,seat_65,0.0,0.082,0,1
77.5,seat_64,0.0,0.223,0,1
77.5,seat_63,0.0,0.023,0,1
77.5,seat_61,0.691,0.35,0,1
77.5,seat_60,0.0,0.244,0,1
78.0,seat_66,0.0,0.247,0,1
78.0,seat_65,0.0,0.099,0,1
78.0,seat_64,0.0,0.241,0,1
78.0,seat_63,0.0,0.032,0,1
78.0,seat_61,0.6,0.345,0,1
78.0,seat_60,0.0,0.247,0,1
78.5,seat_66,0.0,0.233,0,1
78.5,seat_65,0.0,0.079,0,1
78.5,seat_64,0.0,0.221,0,1
78.5,seat_63,0.0,0.023,0,1
78.5,seat_61,0.426,0.336,0,1
78.5,seat_60,0.0,0.237,0,1
79.0,seat_66,0.0,0.237,0,1
79.0,seat_65,0.0,0.088,0,1
79.0,seat_64,0.0,0.225,0,1
79.0,seat_63,0.0,0.027,0,1
79.0,seat_61,0.493,0.341,0,1
79.0,seat_60,0.0,0.237,0,1
79.5,seat_66,0.0,0.221,0,1
79.5,seat_65,0.0,0.08,0,1
79.5,seat_64,0.0,0.228,0,1
79.5,seat_63,0.0,0.022,0,1
79.5,seat_61,0.346,0.332,0,1
79.5,seat_60,0.0,0.233,0,1
80.0,seat_66,0.0,0.244,0,1
80.0,seat_65,0.0,0.092,0,1
80.0,seat_64,0.0,0.233,0,1
80.0,seat_63,0.0,0.027,0,1
80.0,seat_61,0.567,0.346,0,1
80.0,seat_60,0.0,0.242,0,1
80.5,seat_66,0.0,0.218,0,1
80.5,seat_65,0.0,0.08,0,1
80.5,seat_64,0.0,0.242,0,1
80.5,seat_63,0.0,0.022,0,1
80.5,seat_61,0.263,0.328,0,1
80.5,seat_60,0.0,0.236,0,1
81.0,seat_66,0.0,0.219,0,1
81.0,seat_65,0.0,0.095,0,1
81.0,seat_64,0.0,0.243,0,1
81.0,seat_63,0.0,0.025,0,1
81.0,seat_61,0.341,0.332,0,1
81.0,seat_60,0.0,0.221,0,1
81.5,seat_66,0.0,0.194,0,1
81.5,seat_65,0.0,0.114,0,1
81.5,seat_64,0.0,0.225,0,1
81.5,seat_63,0.0,0.019,0,1
81.5,seat_61,0.098,0.319,0,1
81.5,seat_60,0.0,0.221,0,1
82.0,seat_66,0.0,0.199,0,1
82.0,seat_65,5.909,0.35,0,0
82.0,seat_64,0.0,0.247,0,1
82.0,seat_63,0.0,0.024,0,1
82.0,seat_61,0.76,0.363,0,1
82.0,seat_60,0.0,0.207,0,1
82.5,seat_66,0.0,0.196,0,1
82.5,seat_65,6.548,0.381,0,0
82.5,seat_64,0.0,0.247,0,1
82.5,seat_63,0.0,0.017,0,1
82.5,seat_61,0.65,0.356,0,1
82.5,seat_60,1.722,0.299,0,1
83.0,seat_66,0.0,0.215,0,1
83.0,seat_65,8.021,0.441,0,0
83.0,seat_64,0.0,0.255,0,1
83.0,seat_63,0.0,0.026,0,1
83.0,seat_61,1.211,0.39,0,1
83.0,seat_60,1.91,0.304,0,1
83.5,seat_66,0.0,0.189,0,1
83.5,seat_65,7.967,0.438,0,0
83.5,seat_64,0.0,0.255,0,1
83.5,seat_63,0.0,0.016,0,1
83.5,seat_61,0.997,0.377,0,1
83.5,seat_60,2.879,0.332,0,1
84.0,seat_66,0.0,0.204,0,1
84.0,seat_65,7.988,0.441,0,0
84.0,seat_64,0.083,0.259,0,1
84.0,seat_63,0.0,0.03,0,1
84.0,seat_61,1.111,0.384,0,1
84.0,seat_60,1.228,0.289,0,1
84.5,seat_66,0.0,0.208,0,1
84.5,seat_65,7.194,0.409,0,0
84.5,seat_64,0.0,0.243,0,1
84.5,seat_63,0.0,0.017,0,1
84.5,seat_61,2.121,0.445,0,1
84.5,seat_60,0.857,0.279,0,1
85.0,seat_66,0.0,0.229,0,1
85.0,seat_65,7.465,0.423,0,0
85.0,seat_64,0.644,0.277,0,1
85.0,seat_63,0.0,0.028,0,1
85.0,seat_61,2.819,0.488,0,1
85.0,seat_60,2.616,0.329,0,1
85.5,seat_66,0.0,0.223,0,1
85.5,seat_65,6.965,0.405,0,0
85.5,seat_64,0.434,0.27,0,1
85.5,seat_63,0.0,0.015,0,1
85.5,seat_61,2.462,0.466,0,1
85.5,seat_60,2.259,0.319,0,1
86.0,seat_66,0.0,0.237,0,1
86.0,seat_65,7.498,0.426,0,0
86.0,seat_64,0.742,0.28,0,1
86.0,seat_63,0.0,0.025,0,1
86.0,seat_61,2.813,0.487,0,1
86.0,seat_60,1.735,0.305,0,1
86.5,seat_66,0.0,0.241,0,1
86.5,seat_65,6.519,0.392,0,0
86.5,seat_64,0.0,0.245,0,1
86.5,seat_63,0.0,0.016,0,1
86.5,seat_61,1.682,0.418,0,1
86.5,seat_60,0.388,0.266,0,1
87.0,seat_66,0.0,0.239,0,1
87.0,seat_65,6.962,0.413,0,0
87.0,seat_64,0.188,0.262,0,1
87.0,seat_63,0.0,0.031,0,1
87.0,seat_61,1.665,0.417,0,1
87.0,seat_60,0.785,0.28,0,1
87.5,seat_66,0.0,0.226,0,1
87.5,seat_65,6.502,0.394,0,0
87.5,seat_64,0.004,0.256,0,1
87.5,seat_63,0.0,0.018,0,1
87.5,seat_61,1.604,0.414,0,1
87.5,seat_60,1.065,0.29,0,1
88.0,seat_66,0.0,0.216,0,1
88.0,seat_65,6.973,0.416,0,0
88.0,seat_64,0.856,0.283,0,1
88.0,seat_63,0.0,0.023,0,1
88.0,seat_61,1.568,0.412,0,1
88.0,seat_60,0.789,0.284,0,1
88.5,seat_66,0.0,0.205,0,1
88.5,seat_65,6.508,0.399,0,0
88.5,seat_64,0.0,0.234,0,1
88.5,seat_63,0.0,0.011,0,1
88.5,seat_61,1.323,0.398,0,1
88.5,seat_60,0.0,0.241,0,1
89.0,seat_66,0.0,0.217,0,1
89.0,seat_65,6.463,0.407,0,0
89.0,seat_64,0.0,0.229,0,1
89.0,seat_63,0.0,0.02,0,1
89.0,seat_61,1.43,0.404,0,1
89.0,seat_60,0.0,0.223,0,1
89.5,seat_66,0.0,0.186,0,1
89.5,seat_65,6.111,0.391,0,0
89.5,seat_64,0.0,0.206,0,1
89.5,seat_63,0.0,0.017,0,1
89.5,seat_61,1.196,0.39,0,1
89.5,seat_60,0.0,0.21,0,1
90.0,seat_66,0.0,0.192,0,1
90.0,seat_65,6.276,0.399,0,0
90.0,seat_64,0.0,0.204,0,1
90.0,seat_63,0.0,0.021,0,1
90.0,seat_61,1.254,0.393,0,1
90.0,seat_60,0.0,0.226,0,1
90.5,seat_66,0.0,0.194,0,1
90.5,seat_65,5.947,0.386,0,0
90.5,seat_64,0.0,0.181,0,1
90.5,seat_63,0.0,0.012,0,1
90.5,seat_61,1.729,0.423,0,1
90.5,seat_60,0.0,0.24,0,1
91.0,seat_66,0.0,0.172,0,1
91.0,seat_65,6.088,0.399,0,0
91.0,seat_64,0.0,0.187,0,1
91.0,seat_63,0.0,0.015,0,1
91.0,seat_61,1.236,0.393,0,1
91.0,seat_60,0.552,0.273,0,1
91.5,seat_66,0.0,0.149,0,1
91.5,seat_65,5.803,0.39,0,0
91.5,seat_64,0.0,0.188,0,1
91.5,seat_63,0.0,0.01,0,1
91.5,seat_61,0.871,0.37,0,1
91.5,seat_60,0.0,0.248,0,1
92.0,seat_66,0.0,0.156,0,1
92.0,seat_65,6.04,0.406,0,0
92.0,seat_64,0.0,0.224,0,1
92.0,seat_63,0.0,0.018,0,1
92.0,seat_61,1.032,0.38,0,1
92.0,seat_60,1.103,0.286,0,1
92.5,seat_66,0.0,0.142,0,1
92.5,seat_65,5.731,0.393,0,0
92.5,seat_64,0.0,0.226,0,1
92.5,seat_63,0.0,0.009,0,1
92.5,seat_61,0.887,0.371,0,1
92.5,seat_60,1.327,0.293,0,1
93.0,seat_66,0.0,0.178,0,1
93.0,seat_65,5.739,0.401,0,0
93.0,seat_64,0.0,0.218,0,1
93.0,seat_63,0.0,0.015,0,1
93.0,seat_61,1.394,0.403,0,1
93.0,seat_60,0.155,0.259,0,1
93.5,seat_66,0.0,0.155,0,1
93.5,seat_65,6.059,0.423,0,0
93.5,seat_64,0.0,0.203,0,1
93.5,seat_63,0.0,0.009,0,1
93.5,seat_61,1.002,0.378,0,1
93.5,seat_60,0.0,0.239,0,1
94.0,seat_66,0.0,0.163,0,1
94.0,seat_65,6.38,0.443,0,0
94.0,seat_64,0.0,0.213,0,1
94.0,seat_63,0.0,0.02,0,1
94.0,seat_61,1.098,0.384,0,1
94.0,seat_60,0.0,0.241,0,1
94.5,seat_66,0.0,0.177,0,1
94.5,seat_65,5.294,0.401,0,0
94.5,seat_64,0.0,0.21,0,1
94.5,seat_63,0.0,0.013,0,1
94.5,seat_61,1.202,0.391,0,1
94.5,seat_60,0.0,0.23,0,1
95.0,seat_66,0.0,0.222,0,1
95.0,seat_65,5.856,0.434,0,0
95.0,seat_64,0.0,0.249,0,1
95.0,seat_63,0.0,0.019,0,1
95.0,seat_61,1.249,0.394,0,1
95.0,seat_60,0.0,0.213,0,1
95.5,seat_66,0.0,0.216,0,1
95.5,seat_65,5.607,0.421,0,0
95.5,seat_64,0.0,0.241,0,1
95.5,seat_63,0.0,0.007,0,1
95.5,seat_61,0.914,0.373,0,1
95.5,seat_60,0.0,0.206,0,1
96.0,seat_66,0.0,0.227,0,1
96.0,seat_65,5.286,0.405,0,0
96.0,seat_64,0.352,0.264,0,1
96.0,seat_63,0.0,0.023,0,1
96.0,seat_61,1.757,0.425,0,1
96.0,seat_60,0.723,0.273,0,1
96.5,seat_66,0.0,0.239,0,1
96.5,seat_65,4.556,0.369,0,0
96.5,seat_64,0.023,0.252,0,1
96.5,seat_63,0.0,0.009,0,1
96.5,seat_61,1.955,0.437,0,1
96.5,seat_60,0.813,0.275,0,1
97.0,seat_66,0.0,0.234,0,1
97.0,seat_65,5.015,0.392,0,0
97.0,seat_64,0.581,0.273,0,1
97.0,seat_63,0.0,0.019,0,1
97.0,seat_61,2.098,0.446,0,1
97.0,seat_60,1.343,0.29,0,1
97.5,seat_66,0.0,0.199,0,1
97.5,seat_65,4.502,0.368,0,0
97.5,seat_64,0.055,0.253,0,1
97.5,seat_63,0.0,0.007,0,1
97.5,seat_61,0.979,0.377,0,1
97.5,seat_60,0.05,0.255,0,1
98.0,seat_66,0.0,0.213,0,1
98.0,seat_65,4.747,0.384,0,0
98.0,seat_64,0.0,0.249,0,1
98.0,seat_63,0.0,0.021,0,1
98.0,seat_61,1.347,0.4,0,1
98.0,seat_60,0.497,0.267,0,1
98.5,seat_66,0.0,0.207,0,1
98.5,seat_65,3.955,0.356,0,0
98.5,seat_64,0.0,0.219,0,1
98.5,seat_63,0.0,0.01,0,1
98.5,seat_61,1.198,0.39,0,1
98.5,seat_60,0.0,0.239,0,1
99.0,seat_66,0.0,0.245,0,1
99.0,seat_65,4.411,0.383,0,0
99.0,seat_64,0.0,0.242,0,1
99.0,seat_63,0.0,0.023,0,1
99.0,seat_61,2.469,0.469,0,1
99.0,seat_60,0.0,0.219,0,1
99.5,seat_66,0.0,0.215,0,1
99.5,seat_65,4.002,0.368,0,0
99.5,seat_64,0.0,0.227,0,1
99.5,seat_63,0.0,0.011,0,1
99.5,seat_61,2.173,0.451,0,1
99.5,seat_60,0.0,0.234,0,1
100.0,seat_66,0.0,0.207,0,1
100.0,seat_65,4.418,0.394,0,0
100.0,seat_64,0.349,0.262,0,1
100.0,seat_63,0.0,0.024,0,1
100.0,seat_61,1.667,0.42,0,1
100.0,seat_60,0.216,0.259,0,1
100.5,seat_66,0.0,0.193,0,1
100.5,seat_65,4.069,0.384,0,0
100.5,seat_64,0.0,0.239,0,1
100.5,seat_63,0.0,0.008,0,1
100.5,seat_61,1.731,0.424,0,1
100.5,seat_60,0.0,0.187,0,1
101.0,seat_66,0.0,0.226,0,1
101.0,seat_65,4.309,0.412,0,0
101.0,seat_64,0.814,0.281,0,1
101.0,seat_63,0.0,0.017,0,1
101.0,seat_61,2.76,0.487,0,1
101.0,seat_60,0.0,0.218,0,1
101.5,seat_66,0.0,0.193,0,1
101.5,seat_65,3.972,0.395,0,0
101.5,seat_64,0.678,0.276,0,1
101.5,seat_63,0.0,0.005,0,1
101.5,seat_61,1.888,0.434,0,1
101.5,seat_60,0.0,0.203,0,1
102.0,seat_66,0.0,0.238,0,1
102.0,seat_65,3.799,0.396,0,0
102.0,seat_64,2.321,0.343,0,1
102.0,seat_63,0.0,0.017,0,1
102.0,seat_61,2.344,0.462,0,1
102.0,seat_60,0.0,0.239,0,1
102.5,seat_66,0.0,0.235,0,1
102.5,seat_65,3.805,0.397,0,0
102.5,seat_64,1.898,0.327,0,1
102.5,seat_63,0.0,0.006,0,1
102.5,seat_61,2.681,0.483,0,1
102.5,seat_60,0.312,0.26,0,1
103.0,seat_66,0.0,0.211,0,1
103.0,seat_65,3.653,0.388,0,0
103.0,seat_64,0.82,0.283,0,1
103.0,seat_63,0.0,0.018,0,1
103.0,seat_61,1.813,0.429,0,1
103.0,seat_60,0.0,0.21,0,1
103.5,seat_66,0.0,0.2,0,1
103.5,seat_65,3.106,0.356,0,0
103.5,seat_64,0.0,0.218,0,1
103.5,seat_63,0.0,0.007,0,1
103.5,seat_61,1.492,0.409,0,1
103.5,seat_60,0.0,0.236,0,1
104.0,seat_66,0.0,0.222,0,1
104.0,seat_65,3.058,0.367,0,0
104.0,seat_64,0.288,0.262,0,1
104.0,seat_63,0.0,0.018,0,1
104.0,seat_61,1.541,0.412,0,1
104.0,seat_60,0.0,0.239,0,1
104.5,seat_66,0.0,0.186,0,1
104.5,seat_65,2.643,0.343,0,0
104.5,seat_64,0.0,0.223,0,1
104.5,seat_63,0.0,0.005,0,1
104.5,seat_61,1.349,0.411,0,1
104.5,seat_60,0.0,0.222,0,1
105.0,seat_66,0.0,0.193,0,1
105.0,seat_65,2.701,0.361,0,0
105.0,seat_64,0.0,0.216,0,1
105.0,seat_63,0.0,0.018,0,1
105.0,seat_61,1.153,0.402,0,1
105.0,seat_60,0.0,0.214,0,1
105.5,seat_66,0.0,0.18,0,1
105.5,seat_65,2.376,0.34,0,0
105.5,seat_64,0.0,0.2,0,1
105.5,seat_63,0.0,0.007,0,1
105.5,seat_61,0.822,0.381,0,1
105.5,seat_60,0.0,0.196,0,1
106.0,seat_66,0.0,0.194,0,1
106.0,seat_65,2.334,0.347,0,0
106.0,seat_64,0.0,0.214,0,1
106.0,seat_63,0.0,0.014,0,1
106.0,seat_61,0.896,0.387,0,1
106.0,seat_60,0.0,0.198,0,1
106.5,seat_66,0.0,0.193,0,1
106.5,seat_65,2.2,0.336,0,0
106.5,seat_64,0.0,0.185,0,1
106.5,seat_63,0.0,0.005,0,1
106.5,seat_61,1.11,0.405,0,1
106.5,seat_60,0.0,0.181,0,1
107.0,seat_66,0.0,0.201,0,1
107.0,seat_65,2.311,0.351,0,0
107.0,seat_64,0.0,0.209,0,1
107.0,seat_63,0.0,0.014,0,1
107.0,seat_61,0.996,0.401,0,1
107.0,seat_60,0.0,0.188,0,1
107.5,seat_66,0.0,0.185,0,1
107.5,seat_65,2.093,0.336,0,0
107.5,seat_64,0.0,0.193,0,1
107.5,seat_63,0.0,0.006,0,1
107.5,seat_61,0.64,0.375,0,1
107.5,seat_60,0.0,0.187,0,1
108.0,seat_66,0.0,0.226,0,1
108.0,seat_65,2.206,0.35,0,0
108.0,seat_64,0.0,0.204,0,1
108.0,seat_63,0.0,0.013,0,1
108.0,seat_61,0.893,0.395,0,1
108.0,seat_60,0.0,0.197,0,1
108.5,seat_66,0.0,0.205,0,1
108.5,seat_65,1.988,0.335,0,0
108.5,seat_64,0.0,0.185,0,1
108.5,seat_63,0.0,0.005,0,1
108.5,seat_61,0.599,0.374,0,1
108.5,seat_60,0.0,0.192,0,1
109.0,seat_66,0.0,0.205,0,1
109.0,seat_65,2.081,0.347,0,0
109.0,seat_64,0.0,0.206,0,1
109.0,seat_63,0.0,0.017,0,1
109.0,seat_61,0.627,0.378,0,1
109.0,seat_60,0.0,0.193,0,1
109.5,seat_66,0.0,0.18,0,1
109.5,seat_65,1.874,0.33,0,1
109.5,seat_64,0.0,0.193,0,1
109.5,seat_63,0.0,0.01,0,1
109.5,seat_61,0.398,0.362,0,1
109.5,seat_60,0.0,0.184,0,1
110.0,seat_66,0.0,0.195,0,1
110.0,seat_65,1.907,0.338,0,1
