frame_index,x1,y1,x2,y2
33,22,152,50,184
33,644,225,689,253
33,190,253,431,479
33,648,337,674,364
33,612,371,719,466
34,640,200,673,252
34,342,203,370,229
34,188,247,413,479
34,645,335,675,365
34,649,370,709,425
34,673,428,716,455
35,640,192,686,223
35,456,211,502,241
35,190,243,406,479
35,656,391,705,423
36,558,0,586,27
36,340,137,529,251
36,643,223,688,252
36,190,240,401,479
36,578,246,614,279
36,615,274,646,303
36,647,336,672,364
36,609,371,719,459
36,396,455,429,479
37,560,0,589,35
37,362,143,440,220
37,440,194,527,249
37,643,223,687,250
37,189,226,401,479
37,651,369,710,423
37,674,428,719,465
38,471,170,516,198
38,640,172,686,239
38,696,176,719,267
38,429,182,531,264
38,341,187,433,239
38,250,189,282,213
38,211,230,267,267
38,644,244,672,311
38,184,245,395,479
38,650,357,675,388
38,609,367,707,423
38,673,421,719,468
39,0,0,719,479
39,646,226,692,258
39,648,335,677,370
39,676,415,719,462
40,0,0,719,479
40,366,2,405,34
40,376,141,439,217
40,591,253,625,284
41,0,0,495,479
41,525,2,719,268
41,648,339,676,364
41,618,376,653,405
41,144,385,170,416
41,159,415,201,477
41,683,430,716,455
42,641,222,687,261
42,190,262,395,479
42,646,336,673,363
42,674,414,713,457
43,632,225,688,269
43,580,247,611,276
43,190,248,393,479
43,647,336,673,364
43,609,371,719,459
44,381,157,434,215
44,435,187,479,235
44,477,218,502,259
44,630,229,673,265
44,192,259,385,479
44,651,367,704,424
45,436,193,526,250
45,629,223,672,268
45,190,262,383,479
45,609,372,706,426
45,674,426,719,457
46,0,0,426,312
46,632,226,671,268
46,202,261,383,479
47,482,253,514,283
47,189,254,383,479
47,648,336,675,370
47,612,372,719,462
