frame_index,x1,y1,x2,y2
246,171,45,206,103
246,98,124,177,212
246,277,187,318,212
247,156,47,205,104
247,99,129,178,212
247,277,188,310,212
247,336,194,366,220
248,155,46,205,107
248,98,126,177,216
248,276,187,313,212
248,331,194,366,221
249,165,48,205,102
249,97,128,176,212
249,279,188,310,211
250,168,49,204,103
250,96,116,176,214
250,332,194,365,219
251,168,43,206,104
251,95,124,176,217
251,332,194,367,231
252,169,44,207,103
252,94,124,175,218
252,331,193,362,231
253,158,43,207,101
253,96,124,175,218
254,157,43,207,104
254,94,123,175,218
254,331,194,367,219
255,157,45,207,104
255,91,125,174,218
255,325,193,366,230
256,157,46,207,112
256,93,128,170,218
256,330,192,367,231
257,155,48,205,112
257,94,129,171,218
257,320,191,370,230
258,154,48,204,101
258,92,118,170,218
258,311,193,370,231
259,159,48,204,100
259,91,123,170,218
260,170,48,205,101
260,91,110,169,218
260,320,192,368,219
261,154,44,206,103
261,90,113,169,218
261,327,192,367,230
262,154,43,206,106
262,84,112,169,217
263,152,44,205,112
263,78,128,169,218
264,172,39,207,100
264,78,130,169,218
265,173,44,204,100
265,76,127,169,218
266,175,39,207,99
266,75,129,169,218
266,307,193,363,231
267,174,39,206,99
267,74,128,169,218
267,308,192,363,231
268,174,39,206,99
268,76,128,169,218
268,308,192,363,231
269,174,39,206,99
269,74,116,168,217
269,311,192,363,231
270,174,40,205,100
270,74,114,168,217
270,314,191,363,219
271,174,42,204,99
271,74,116,168,218
271,335,192,363,219
272,173,40,205,99
272,75,117,168,217
273,173,40,207,99
273,74,117,168,217
274,172,41,206,99
274,76,116,168,217
274,176,167,203,195
275,172,42,205,99
275,74,116,168,217
276,172,43,205,100
276,71,114,168,217
277,171,41,206,99
277,71,117,168,218
277,325,191,360,230
278,171,39,206,99
278,71,121,168,218
278,326,193,360,231
279,170,41,206,99
279,70,128,168,217
279,325,195,362,231
280,170,41,206,99
280,70,116,168,218
280,326,194,363,231
281,170,43,205,101
281,70,113,168,218
281,172,168,202,194
281,326,193,363,231
282,170,43,204,101
282,68,128,164,218
282,176,168,203,196
282,325,194,363,230
283,171,42,204,99
283,68,124,164,217
283,176,168,203,196
283,324,193,364,231
284,170,44,204,99
284,68,123,167,217
284,172,168,202,195
284,325,192,365,231
284,218,202,247,227
285,170,46,203,99
285,68,124,166,217
285,176,143,204,195
285,326,192,365,230
285,217,202,247,227
286,170,36,206,99
286,67,117,159,217
286,168,166,202,196
286,327,194,365,230
286,216,202,247,227
287,172,39,205,99
287,68,128,158,217
287,172,168,202,196
287,329,195,365,230
287,214,202,247,227
288,171,38,205,100
288,64,128,158,217
288,170,167,202,196
288,328,195,363,230
288,214,202,247,227
289,170,38,204,99
289,66,127,165,217
289,168,167,202,198
289,215,202,246,226
290,168,40,204,99
290,67,128,166,217
290,166,167,201,195
291,170,42,204,99
291,64,127,155,217
291,174,169,201,198
291,336,193,363,219
292,169,44,203,97
292,67,128,154,217
292,173,169,201,198
293,172,46,203,97
293,64,128,155,217
293,172,169,201,198
293,327,193,365,230
294,160,47,203,97
294,62,128,154,217
294,174,170,200,198
294,324,193,365,230
295,170,49,203,97
295,63,127,147,218
295,174,170,200,198
295,326,192,364,231
295,214,203,246,227
296,154,49,202,100
296,63,128,149,217
296,174,147,200,198
296,325,192,364,231
297,169,44,202,100
297,63,128,148,217
297,333,191,364,219
298,168,49,201,98
298,61,128,146,217
298,171,168,199,196
298,331,191,363,220
299,167,50,202,97
299,62,130,146,217
299,167,167,199,197
300,161,49,202,100
300,62,129,146,217
301,159,45,205,97
301,62,130,153,218
301,171,168,199,196
302,155,53,200,96
302,63,131,145,218
302,171,168,199,196
302,223,202,271,235
303,171,53,200,96
303,62,132,145,218
303,173,169,199,197
303,222,202,273,236
304,152,46,204,96
304,60,117,154,218
304,167,167,199,197
304,329,194,358,220
304,219,202,271,235
305,153,54,199,96
305,61,131,153,217
305,167,148,199,197
305,329,193,360,221
305,223,202,270,235
306,154,56,199,96
306,60,130,151,218
306,167,167,199,197
306,312,193,358,220
306,223,203,270,234
307,153,55,200,96
307,60,132,145,218
307,166,148,199,197
307,313,192,359,220
307,237,209,271,235
308,171,53,199,96
308,57,128,145,218
308,165,167,198,198
308,313,192,360,219
308,237,209,280,236
309,171,56,199,96
309,59,130,145,216
309,166,167,198,198
309,237,209,271,235
310,169,53,199,96
310,59,130,145,215
310,164,167,198,198
310,237,209,271,235
311,169,61,198,96
311,59,132,144,216
311,166,167,198,199
312,175,56,199,86
312,59,133,144,215
312,171,170,198,199
313,170,57,199,111
313,56,135,143,216
314,56,133,145,216
315,173,43,203,89
315,55,116,150,215
315,167,168,197,197
316,173,42,204,91
316,56,135,144,212
316,168,168,197,198
317,170,42,204,96
317,55,136,143,211
317,167,168,196,198
318,171,44,204,95
318,56,136,144,217
318,234,209,262,234
319,173,44,204,91
319,57,133,145,217
319,231,209,262,234
320,173,43,204,91
320,57,134,145,217
320,229,209,272,235
321,169,36,206,97
321,55,135,145,217
321,229,210,260,234
322,168,42,204,95
322,56,116,150,213
323,168,39,205,96
323,55,132,145,217
324,168,41,206,95
324,57,131,145,216
325,168,38,206,95
325,55,132,145,217
326,168,39,206,95
326,54,132,145,217
327,169,39,205,95
327,55,132,141,216
328,169,38,204,94
328,55,132,144,218
329,168,38,205,94
329,54,135,144,217
330,168,38,205,94
330,52,135,144,216
331,169,40,204,112
331,55,135,140,212
332,173,36,206,81
332,55,135,138,216
333,172,38,205,81
333,167,88,196,114
333,54,135,141,215
334,167,88,196,114
334,55,133,140,216
335,170,64,195,112
335,54,132,139,215
336,169,71,196,114
336,55,132,137,217
337,169,71,194,113
337,61,133,135,213
338,170,40,204,86
338,50,134,136,217
339,169,63,195,113
339,55,117,151,217
340,55,138,136,214
341,181,32,206,60
341,74,116,152,217
342,180,33,206,61
342,73,114,154,217
343,179,33,205,62
343,73,132,144,216
344,73,132,141,214
345,73,132,141,210
346,72,132,141,210
347,72,132,138,211
348,71,133,141,212
349,73,134,141,213
350,72,133,141,210
351,73,134,139,213
352,72,133,139,196
353,72,131,138,214
354,73,132,135,196
355,71,131,136,196
356,72,115,153,216
357,71,117,150,195
358,69,116,150,210
359,71,131,134,204
360,69,131,134,211
361,68,132,134,208
362,67,133,133,197
363,68,132,132,198
364,69,116,149,198
365,65,134,129,210
366,65,134,129,210
367,63,134,129,211
368,63,133,128,195
369,63,133,128,211
370,63,134,128,197
371,73,135,127,198
372,73,135,127,196
373,74,135,126,198
374,72,139,123,214
375,69,139,118,198
376,70,140,117,210
377,71,145,117,213
378,69,154,117,212
379,68,154,105,194
380,68,154,105,193
381,72,154,105,193
382,72,158,102,195
383,64,154,101,195
384,63,152,98,193
385,63,152,97,189
386,63,152,91,184
387,61,153,91,184
388,63,153,89,182
389,61,149,91,182
390,61,151,91,185
391,61,152,91,184
392,61,149,89,183
393,61,148,87,182
394,60,149,88,182
394,71,215,103,239
395,60,152,86,182
395,71,215,104,240
396,61,152,86,182
396,75,214,104,240
657,411,88,431,124
658,406,87,431,125
659,401,87,431,125
660,395,84,431,125
661,391,84,431,125
662,385,84,431,125
663,381,79,431,125
664,377,78,431,125
665,372,77,431,124
666,372,77,431,121
667,372,76,431,120
668,357,75,431,120
669,356,74,431,124
670,354,74,431,125
671,352,75,431,125
672,349,75,431,125
673,344,74,431,125
674,347,75,431,125
683,390,85,431,121
684,393,85,431,119
685,388,85,431,122
686,383,85,431,123
687,379,85,431,124
688,374,84,431,123
689,369,85,414,116
690,364,84,431,125
691,358,83,404,112
691,403,94,430,125
692,354,84,383,112
692,399,84,431,125
693,351,84,378,112
693,381,99,420,125
694,391,85,430,124
699,316,85,347,109
700,309,85,340,110
702,299,85,331,111
703,293,86,327,113
707,274,84,320,121
708,271,85,324,121
714,237,83,275,117
719,213,82,268,121
720,211,82,268,120
721,220,82,286,120
722,222,91,268,123
723,221,85,276,123
724,219,82,270,122
725,224,80,265,122
725,185,85,214,116
726,223,80,261,122
767,0,81,66,119
768,0,81,60,119
769,0,80,55,119
770,0,80,52,119
771,0,80,46,119
772,0,81,42,119
773,0,80,37,118
774,0,81,34,118
775,0,81,29,118
776,0,82,24,117
861,181,31,208,58
1223,408,90,431,123
1224,403,90,431,125
1225,400,90,431,125
1226,387,84,431,125
1227,384,83,431,125
1228,382,82,431,122
1229,383,81,431,118
1230,382,80,431,125
1231,382,79,431,125
1232,382,80,431,125
1233,381,80,426,125
1234,379,81,420,122
1235,379,81,411,115
1236,375,82,400,110
1237,353,80,389,105
1238,353,80,385,105
1240,296,98,324,123
1241,295,88,326,123
1242,276,89,320,121
1243,274,89,322,121
1244,274,88,323,121
1245,274,82,335,121
1251,223,80,298,122
1252,222,81,286,123
1253,223,79,280,120
1254,223,79,272,120
1255,223,80,269,123
1256,222,80,265,120
1257,222,83,259,122
1261,178,47,203,77
1261,140,89,182,119
1262,133,89,182,119
1264,121,62,200,118
1286,0,79,71,119
1287,0,80,66,119
1288,0,80,59,119
1289,0,80,52,119
1290,0,80,47,119
1291,0,80,40,119
1292,0,80,34,119
1293,0,81,28,119
1294,0,82,22,117
